category,benchmark,tool,caller_class,caller_method,callee_receiver,callee_method
Threading,Looper1,FlowDroid,android.support.v7.internal.view.SupportMenuInflater$MenuState,readItem,android.content.res.TypedArray,recycle
Threading,Looper1,FlowDroid,android.support.v7.internal.view.SupportMenuInflater$MenuState,readItem,android.support.v7.internal.view.SupportMenuInflater,access$100
Threading,Looper1,FlowDroid,android.support.v7.internal.view.SupportMenuInflater$MenuState,readItem,android.support.v7.internal.view.SupportMenuInflater$MenuState,getShortcut
Threading,Looper1,FlowDroid,android.support.v7.internal.view.SupportMenuInflater$MenuState,setItem,android.support.v4.view.MenuItemCompat,setShowAsAction
Threading,Looper1,FlowDroid,android.support.v7.internal.view.SupportMenuInflater$MenuState,setItem,android.view.MenuItem,setAlphabeticShortcut
Threading,Looper1,FlowDroid,android.support.v7.internal.view.SupportMenuInflater$MenuState,setItem,android.view.MenuItem,setCheckable
Threading,Looper1,FlowDroid,android.support.v7.internal.view.SupportMenuInflater$MenuState,setItem,android.view.MenuItem,setChecked
Threading,Looper1,FlowDroid,android.support.v7.internal.view.SupportMenuInflater$MenuState,setItem,android.view.MenuItem,setEnabled
Threading,Looper1,FlowDroid,android.support.v7.internal.view.SupportMenuInflater$MenuState,setItem,android.view.MenuItem,setIcon
Threading,Looper1,FlowDroid,android.support.v7.internal.view.SupportMenuInflater$MenuState,setItem,android.view.MenuItem,setNumericShortcut
Threading,Looper1,FlowDroid,android.support.v7.internal.view.SupportMenuInflater$MenuState,setItem,android.view.MenuItem,setTitleCondensed
Threading,Looper1,FlowDroid,android.support.v7.internal.view.SupportMenuInflater$MenuState,setItem,android.view.MenuItem,setVisible
Threading,Looper1,FlowDroid,android.support.v7.internal.view.menu.BaseMenuWrapper,getMenuItemWrapper,android.support.v7.internal.view.menu.MenuWrapperFactory,createSupportMenuItemWrapper
Threading,Looper1,FlowDroid,android.support.v7.internal.view.menu.BaseMenuWrapper,getMenuItemWrapper,java.util.HashMap,<init>
Threading,Looper1,FlowDroid,android.support.v7.internal.view.menu.BaseMenuWrapper,getMenuItemWrapper,java.util.HashMap,get
Threading,Looper1,FlowDroid,android.support.v7.internal.view.menu.BaseMenuWrapper,getMenuItemWrapper,java.util.HashMap,put
Threading,Looper1,FlowDroid,android.support.v7.internal.view.menu.MenuItemWrapperICS,<init>,android.view.MenuItem,isVisible
Threading,Looper1,FlowDroid,android.support.v7.internal.view.menu.MenuItemWrapperICS,getItemId,android.view.MenuItem,getItemId
Threading,Looper1,FlowDroid,android.support.v7.internal.view.menu.MenuItemWrapperICS,getTitleCondensed,android.view.MenuItem,getTitleCondensed
Threading,Looper1,FlowDroid,android.support.v7.internal.view.menu.MenuItemWrapperICS,setChecked,android.view.MenuItem,setChecked
Threading,Looper1,FlowDroid,android.support.v7.internal.view.menu.MenuItemWrapperICS,setVisible,android.support.v7.internal.view.menu.MenuItemWrapperICS,wrappedSetVisible
Threading,Looper1,FlowDroid,android.support.v7.internal.view.menu.MenuItemWrapperICS,wrappedSetVisible,android.view.MenuItem,setVisible
Threading,Looper1,FlowDroid,android.support.v7.internal.view.menu.MenuWrapperFactory,createMenuItemWrapper,android.support.v7.internal.view.menu.MenuItemWrapperJB,<init>
Threading,Looper1,FlowDroid,android.support.v7.internal.view.menu.MenuWrapperFactory,createMenuWrapper,android.support.v7.internal.view.menu.MenuWrapperICS,<init>
Threading,Looper1,FlowDroid,android.support.v7.internal.view.menu.MenuWrapperFactory,createSupportMenuItemWrapper,android.support.v7.internal.view.menu.MenuItemWrapperJB,<init>
Threading,Looper1,FlowDroid,android.support.v7.internal.view.menu.MenuWrapperICS,add,android.support.v7.internal.view.menu.BaseMenuWrapper,getMenuItemWrapper
Threading,Looper1,FlowDroid,android.support.v7.internal.view.menu.MenuWrapperICS,add,android.view.Menu,add
Threading,Looper1,FlowDroid,de.ecspride.MainActivity,onCreate,android.content.Context,getSystemService
Threading,Looper1,FlowDroid,de.ecspride.MainActivity,onCreate,android.support.v4.app.FragmentManager,beginTransaction
Threading,Looper1,FlowDroid,de.ecspride.MainActivity,onCreate,android.support.v4.app.FragmentTransaction,add
Threading,Looper1,FlowDroid,de.ecspride.MainActivity,onCreate,android.support.v4.app.FragmentTransaction,commit
Threading,Looper1,FlowDroid,de.ecspride.MainActivity,onCreate,android.telephony.TelephonyManager,getDeviceId
Threading,Looper1,FlowDroid,de.ecspride.MainActivity,onCreateOptionsMenu,android.view.MenuInflater,inflate
Threading,Looper1,FlowDroid,de.ecspride.MainActivity,onOptionsItemSelected,android.view.MenuItem,getItemId
Threading,Looper1,FlowDroid,de.ecspride.MainActivity$PlaceholderFragment,onCreateView,android.view.LayoutInflater,inflate
Threading,Looper1,GATOR,android.support.v4.app.FragmentActivity,onCreate,android.view.LayoutInflater,getFactory
Threading,Looper1,GATOR,android.support.v4.app.FragmentActivity,onCreate,android.view.LayoutInflater,setFactory
Threading,Looper1,GATOR,android.support.v4.app.NavUtils,getParentActivityName,android.content.pm.PackageManager,getActivityInfo
Threading,Looper1,GATOR,android.support.v7.app.ActionBarActivityDelegate,getUiOptionsFromMetadata,android.content.pm.PackageManager,getActivityInfo
Threading,Looper1,GATOR,android.support.v7.app.ActionBarActivityDelegateICS,onCreate,android.view.Window,getCallback
Threading,Looper1,GATOR,android.support.v7.app.ActionBarActivityDelegateICS,onCreate,android.view.Window,setCallback
Threading,Looper1,GATOR,android.support.v7.internal.view.SupportMenuInflater,inflate,android.content.res.XmlResourceParser,close
Threading,Looper1,GATOR,android.support.v7.internal.view.SupportMenuInflater,parseMenu,org.xmlpull.v1.XmlPullParser,getEventType
Threading,Looper1,GATOR,android.support.v7.internal.view.SupportMenuInflater,parseMenu,org.xmlpull.v1.XmlPullParser,getName
Threading,Looper1,GATOR,android.support.v7.internal.view.SupportMenuInflater,parseMenu,org.xmlpull.v1.XmlPullParser,next
Threading,Looper1,GATOR,de.ecspride.MainActivity$PlaceholderFragment,onCreateView,android.view.LayoutInflater,inflate
Threading,Looper1,MAMADROID,android.support.v4.app.BackStackRecord,add,android.support.v4.app.BackStackRecord,doAddOp
Threading,Looper1,MAMADROID,android.support.v4.app.BackStackRecord,commit,android.support.v4.app.BackStackRecord,commitInternal
Threading,Looper1,MAMADROID,android.support.v4.app.BackStackRecord,commitInternal,android.support.v4.app.FragmentManagerImpl,enqueueAction
Threading,Looper1,MAMADROID,android.support.v4.app.BackStackRecord,doAddOp,android.support.v4.app.BackStackRecord,addOp
Threading,Looper1,MAMADROID,android.support.v4.app.BackStackRecord,doAddOp,android.support.v4.app.BackStackRecord$Op,<init>
Threading,Looper1,MAMADROID,android.support.v4.app.BackStackRecord,run,android.support.v4.app.BackStackRecord,bumpBackStackNesting
Threading,Looper1,MAMADROID,android.support.v4.app.BackStackRecord,run,android.support.v4.app.FragmentManagerImpl,addFragment
Threading,Looper1,MAMADROID,android.support.v4.app.BackStackRecord,run,android.support.v4.app.FragmentManagerImpl,moveToState
Threading,Looper1,MAMADROID,android.support.v4.app.Fragment,getLayoutInflater,android.app.Activity,getLayoutInflater
Threading,Looper1,MAMADROID,android.support.v4.app.Fragment,onStart,android.support.v4.app.FragmentActivity,getLoaderManager
Threading,Looper1,MAMADROID,android.support.v4.app.Fragment,performActivityCreated,android.support.v4.app.Fragment,onActivityCreated
Threading,Looper1,MAMADROID,android.support.v4.app.Fragment,performCreate,android.support.v4.app.Fragment,onCreate
Threading,Looper1,MAMADROID,android.support.v4.app.Fragment,performCreateView,android.support.v4.app.Fragment,onCreateView
Threading,Looper1,MAMADROID,android.support.v4.app.Fragment,performDestroy,android.support.v4.app.Fragment,onDestroy
Threading,Looper1,MAMADROID,android.support.v4.app.Fragment,performDestroyView,android.support.v4.app.Fragment,onDestroyView
Threading,Looper1,MAMADROID,android.support.v4.app.Fragment,performPause,android.support.v4.app.Fragment,onPause
Threading,Looper1,MAMADROID,android.support.v4.app.Fragment,performResume,android.support.v4.app.Fragment,onResume
Threading,Looper1,MAMADROID,android.support.v4.app.Fragment,performSaveInstanceState,android.support.v4.app.Fragment,onSaveInstanceState
Threading,Looper1,MAMADROID,android.support.v4.app.Fragment,performStart,android.support.v4.app.Fragment,onStart
Threading,Looper1,MAMADROID,android.support.v4.app.Fragment,performStop,android.support.v4.app.Fragment,onStop
Threading,Looper1,MAMADROID,android.support.v4.app.Fragment,restoreViewState,android.support.v4.app.Fragment,onViewStateRestored
Threading,Looper1,MAMADROID,android.support.v4.app.Fragment,setIndex,java.lang.StringBuilder,<init>
Threading,Looper1,MAMADROID,android.support.v4.app.Fragment,setIndex,java.lang.StringBuilder,append
Threading,Looper1,MAMADROID,android.support.v4.app.Fragment,setIndex,java.lang.StringBuilder,toString
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentActivity,doReallyStop,android.os.Handler,removeMessages
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentActivity,doReallyStop,android.support.v4.app.FragmentActivity,onReallyStop
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentActivity,getLoaderManager,android.support.v4.util.SimpleArrayMap,<init>
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentActivity,getLoaderManager,android.support.v4.util.SimpleArrayMap,get
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentActivity,invalidateSupportFragment,android.support.v4.util.SimpleArrayMap,get
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentActivity,onBackPressed,android.app.Activity,finish
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentActivity,onBackPressed,android.support.v4.app.FragmentManagerImpl,popBackStackImmediate
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentActivity,onCreate,android.app.Activity,getLastNonConfigurationInstance
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentActivity,onCreate,android.app.Activity,getLayoutInflater
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentActivity,onCreate,android.support.v4.app.FragmentManagerImpl,attachActivity
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentActivity,onCreate,android.support.v4.app.FragmentManagerImpl,dispatchCreate
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentActivity,onCreate,android.view.LayoutInflater,getFactory
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentActivity,onCreate,android.view.LayoutInflater,setFactory
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentActivity,onCreatePanelMenu,android.app.Activity,getMenuInflater
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentActivity,onCreatePanelMenu,android.app.Activity,onCreatePanelMenu
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentActivity,onCreatePanelMenu,android.support.v4.app.FragmentManagerImpl,dispatchCreateOptionsMenu
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentActivity,onCreateView,android.app.Activity,onCreateView
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentActivity,onCreateView,java.lang.String,equals
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentActivity,onDestroy,android.app.Activity,onDestroy
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentActivity,onDestroy,android.support.v4.app.FragmentActivity,doReallyStop
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentActivity,onDestroy,android.support.v4.app.FragmentManagerImpl,dispatchDestroy
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentActivity,onKeyDown,android.app.Activity,onKeyDown
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentActivity,onMenuItemSelected,android.app.Activity,onMenuItemSelected
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentActivity,onPanelClosed,android.app.Activity,onPanelClosed
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentActivity,onPause,android.app.Activity,onPause
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentActivity,onPause,android.os.Handler,hasMessages
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentActivity,onPause,android.support.v4.app.FragmentManagerImpl,dispatchPause
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentActivity,onPostResume,android.app.Activity,onPostResume
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentActivity,onPostResume,android.os.Handler,removeMessages
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentActivity,onPostResume,android.support.v4.app.FragmentActivity,onResumeFragments
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentActivity,onPostResume,android.support.v4.app.FragmentManagerImpl,execPendingActions
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentActivity,onPrepareOptionsPanel,android.app.Activity,onPreparePanel
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentActivity,onPreparePanel,android.support.v4.app.FragmentActivity,onPrepareOptionsPanel
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentActivity,onPreparePanel,android.support.v4.app.FragmentManagerImpl,dispatchPrepareOptionsMenu
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentActivity,onReallyStop,android.support.v4.app.FragmentManagerImpl,dispatchReallyStop
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentActivity,onResume,android.app.Activity,onResume
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentActivity,onResume,android.os.Handler,sendEmptyMessage
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentActivity,onResume,android.support.v4.app.FragmentManagerImpl,execPendingActions
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentActivity,onResumeFragments,android.support.v4.app.FragmentManagerImpl,dispatchResume
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentActivity,onSaveInstanceState,android.app.Activity,onSaveInstanceState
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentActivity,onSaveInstanceState,android.os.Bundle,putParcelable
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentActivity,onSaveInstanceState,android.support.v4.app.FragmentManagerImpl,saveAllState
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentActivity,onStart,android.app.Activity,onStart
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentActivity,onStart,android.os.Handler,removeMessages
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentActivity,onStart,android.support.v4.app.FragmentManagerImpl,dispatchActivityCreated
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentActivity,onStart,android.support.v4.app.FragmentManagerImpl,dispatchStart
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentActivity,onStart,android.support.v4.app.FragmentManagerImpl,execPendingActions
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentActivity,onStart,android.support.v4.app.FragmentManagerImpl,noteStateNotSaved
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentActivity,onStart,android.support.v4.util.SimpleArrayMap,size
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentActivity,onStop,android.app.Activity,onStop
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentActivity,onStop,android.os.Handler,sendEmptyMessage
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentActivity,onStop,android.support.v4.app.FragmentManagerImpl,dispatchStop
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentActivity$1,handleMessage,android.support.v4.app.FragmentActivity,doReallyStop
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentActivity$2,findViewById,android.app.Activity,findViewById
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentManagerImpl,addFragment,android.support.v4.app.FragmentManagerImpl,makeActive
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentManagerImpl,addFragment,java.util.ArrayList,<init>
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentManagerImpl,addFragment,java.util.ArrayList,add
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentManagerImpl,addFragment,java.util.ArrayList,contains
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentManagerImpl,beginTransaction,android.support.v4.app.BackStackRecord,<init>
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentManagerImpl,dispatchActivityCreated,android.support.v4.app.FragmentManagerImpl,moveToState
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentManagerImpl,dispatchCreate,android.support.v4.app.FragmentManagerImpl,moveToState
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentManagerImpl,dispatchCreateOptionsMenu,android.support.v4.app.Fragment,performCreateOptionsMenu
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentManagerImpl,dispatchCreateOptionsMenu,java.util.ArrayList,get
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentManagerImpl,dispatchCreateOptionsMenu,java.util.ArrayList,size
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentManagerImpl,dispatchDestroy,android.support.v4.app.FragmentManagerImpl,execPendingActions
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentManagerImpl,dispatchDestroy,android.support.v4.app.FragmentManagerImpl,moveToState
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentManagerImpl,dispatchPause,android.support.v4.app.FragmentManagerImpl,moveToState
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentManagerImpl,dispatchPrepareOptionsMenu,android.support.v4.app.Fragment,performPrepareOptionsMenu
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentManagerImpl,dispatchPrepareOptionsMenu,java.util.ArrayList,get
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentManagerImpl,dispatchPrepareOptionsMenu,java.util.ArrayList,size
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentManagerImpl,dispatchReallyStop,android.support.v4.app.FragmentManagerImpl,moveToState
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentManagerImpl,dispatchResume,android.support.v4.app.FragmentManagerImpl,moveToState
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentManagerImpl,dispatchStart,android.support.v4.app.FragmentManagerImpl,moveToState
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentManagerImpl,dispatchStop,android.support.v4.app.FragmentManagerImpl,moveToState
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentManagerImpl,enqueueAction,android.os.Handler,post
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentManagerImpl,enqueueAction,android.os.Handler,removeCallbacks
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentManagerImpl,enqueueAction,android.support.v4.app.FragmentManagerImpl,checkStateLoss
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentManagerImpl,enqueueAction,java.util.ArrayList,<init>
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentManagerImpl,enqueueAction,java.util.ArrayList,add
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentManagerImpl,enqueueAction,java.util.ArrayList,size
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentManagerImpl,execPendingActions,android.os.Handler,getLooper
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentManagerImpl,execPendingActions,android.os.Handler,removeCallbacks
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentManagerImpl,execPendingActions,android.os.Looper,myLooper
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentManagerImpl,execPendingActions,java.lang.Runnable,run
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentManagerImpl,execPendingActions,java.util.ArrayList,clear
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentManagerImpl,execPendingActions,java.util.ArrayList,size
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentManagerImpl,execPendingActions,java.util.ArrayList,toArray
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentManagerImpl,executePendingTransactions,android.support.v4.app.FragmentManagerImpl,execPendingActions
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentManagerImpl,loadAnimation,android.support.v4.app.Fragment,onCreateAnimation
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentManagerImpl,makeActive,android.support.v4.app.Fragment,setIndex
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentManagerImpl,makeActive,java.util.ArrayList,<init>
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentManagerImpl,makeActive,java.util.ArrayList,add
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentManagerImpl,makeActive,java.util.ArrayList,size
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentManagerImpl,makeInactive,android.support.v4.app.Fragment,initState
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentManagerImpl,makeInactive,android.support.v4.app.FragmentActivity,invalidateSupportFragment
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentManagerImpl,makeInactive,java.lang.Integer,valueOf
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentManagerImpl,makeInactive,java.util.ArrayList,<init>
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentManagerImpl,makeInactive,java.util.ArrayList,add
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentManagerImpl,makeInactive,java.util.ArrayList,set
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentManagerImpl,moveToState,android.app.Activity,isFinishing
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentManagerImpl,moveToState,android.support.v4.app.Fragment,getLayoutInflater
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentManagerImpl,moveToState,android.support.v4.app.Fragment,onAttach
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentManagerImpl,moveToState,android.support.v4.app.Fragment,onDetach
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentManagerImpl,moveToState,android.support.v4.app.Fragment,onViewCreated
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentManagerImpl,moveToState,android.support.v4.app.Fragment,performActivityCreated
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentManagerImpl,moveToState,android.support.v4.app.Fragment,performCreate
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentManagerImpl,moveToState,android.support.v4.app.Fragment,performCreateView
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentManagerImpl,moveToState,android.support.v4.app.Fragment,performDestroy
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentManagerImpl,moveToState,android.support.v4.app.Fragment,performDestroyView
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentManagerImpl,moveToState,android.support.v4.app.Fragment,performPause
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentManagerImpl,moveToState,android.support.v4.app.Fragment,performReallyStop
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentManagerImpl,moveToState,android.support.v4.app.Fragment,performResume
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentManagerImpl,moveToState,android.support.v4.app.Fragment,performStart
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentManagerImpl,moveToState,android.support.v4.app.Fragment,performStop
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentManagerImpl,moveToState,android.support.v4.app.Fragment,restoreViewState
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentManagerImpl,moveToState,android.support.v4.app.FragmentActivity,onAttachFragment
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentManagerImpl,moveToState,android.support.v4.app.FragmentContainer,findViewById
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentManagerImpl,moveToState,android.support.v4.app.FragmentManagerImpl,loadAnimation
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentManagerImpl,moveToState,android.support.v4.app.FragmentManagerImpl,makeInactive
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentManagerImpl,moveToState,android.support.v4.app.FragmentManagerImpl,moveToState
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentManagerImpl,moveToState,android.support.v4.app.FragmentManagerImpl,startPendingDeferredFragments
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentManagerImpl,moveToState,android.support.v4.app.NoSaveStateFrameLayout,wrap
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentManagerImpl,moveToState,android.view.ViewGroup,addView
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentManagerImpl,moveToState,android.view.ViewGroup,removeView
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentManagerImpl,moveToState,java.util.ArrayList,get
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentManagerImpl,moveToState,java.util.ArrayList,size
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentManagerImpl,popBackStackImmediate,android.support.v4.app.FragmentManagerImpl,checkStateLoss
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentManagerImpl,popBackStackImmediate,android.support.v4.app.FragmentManagerImpl,executePendingTransactions
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentManagerImpl,popBackStackImmediate,android.support.v4.app.FragmentManagerImpl,popBackStackState
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentManagerImpl,saveAllState,android.support.v4.app.FragmentManagerImpl,execPendingActions
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentManagerImpl,saveAllState,android.support.v4.app.FragmentManagerImpl,saveFragmentBasicState
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentManagerImpl,saveAllState,android.support.v4.app.FragmentManagerState,<init>
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentManagerImpl,saveAllState,java.util.ArrayList,get
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentManagerImpl,saveAllState,java.util.ArrayList,size
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentManagerImpl,saveFragmentBasicState,android.os.BaseBundle,isEmpty
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentManagerImpl,saveFragmentBasicState,android.os.Bundle,<init>
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentManagerImpl,saveFragmentBasicState,android.support.v4.app.Fragment,performSaveInstanceState
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentManagerImpl,saveFragmentBasicState,android.support.v4.app.FragmentManagerImpl,saveFragmentViewState
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentManagerImpl,saveFragmentViewState,android.util.SparseArray,<init>
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentManagerImpl,saveFragmentViewState,android.util.SparseArray,clear
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentManagerImpl,saveFragmentViewState,android.util.SparseArray,size
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentManagerImpl,saveFragmentViewState,android.view.View,saveHierarchyState
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentManagerImpl,startPendingDeferredFragments,android.support.v4.app.FragmentManagerImpl,performPendingDeferredStart
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentManagerImpl,startPendingDeferredFragments,java.util.ArrayList,get
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentManagerImpl,startPendingDeferredFragments,java.util.ArrayList,size
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentManagerState,writeToParcel,android.os.Parcel,writeIntArray
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentManagerState,writeToParcel,android.os.Parcel,writeTypedArray
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentState,<init>,java.lang.Class,getName
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentState,<init>,java.lang.Object,getClass
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentState,writeToParcel,android.os.Parcel,writeBundle
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentState,writeToParcel,android.os.Parcel,writeInt
Threading,Looper1,MAMADROID,android.support.v4.app.FragmentState,writeToParcel,android.os.Parcel,writeString
Threading,Looper1,MAMADROID,android.support.v4.app.NavUtils,getParentActivityName,android.app.Activity,getComponentName
Threading,Looper1,MAMADROID,android.support.v4.app.NavUtils,getParentActivityName,android.content.Context,getPackageManager
Threading,Looper1,MAMADROID,android.support.v4.app.NavUtils,getParentActivityName,android.content.pm.PackageManager,getActivityInfo
Threading,Looper1,MAMADROID,android.support.v4.app.NavUtils$NavUtilsImplJB,getParentActivityName,android.support.v4.app.NavUtils$NavUtilsImplBase,getParentActivityName
